target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Bromus arvensis,Poaceae,BROARV,non-native,0,1,grass,annual,field brome
Symphyotrichum lateriflorum,4,Carex crinita,Cyperaceae,CXCRIN,native,7,-2,sedge,perennial,fringed sedge
Symphyotrichum lateriflorum,4,Carex lupulina,Cyperaceae,CXLUPN,native,6,-2,sedge,perennial,hop sedge
Symphyotrichum lateriflorum,4,Carex tribuloides,Cyperaceae,CXTRIB,native,7,-2,sedge,perennial,blunt broom sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Carya laciniosa,Juglandaceae,CARLAC,native,9,-1,tree,perennial,shell-bark hickory
Symphyotrichum lateriflorum,4,Cirsium vulgare,Asteraceae,CIRVUL,non-native,0,1,forb,biennial,bull thistle
Symphyotrichum lateriflorum,4,Cyperus strigosus,Cyperaceae,CYPSTR,native,1,-1,sedge,perennial,straw-color flat sedge
Symphyotrichum lateriflorum,4,Elymus virginicus,Poaceae,ELYVIR,native,3,-1,grass,perennial,virginia wild rye
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUPMAC,native,5,-2,forb,perennial,spotted trumpetweed
Symphyotrichum lateriflorum,4,Juncus effusus ssp. solutus,Juncaceae,JUNEFF,native,5,-2,forb,perennial,lamp rush
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Oxalis stricta,Oxalidaceae,OXAEUR,native,0,1,forb,perennial,upright yellow wood-sorrel
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Persicaria pensylvanica,Polygonaceae,PERPEN,native,0,-1,forb,annual,pinkweed
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Rosa multiflora,Rosaceae,ROSMUL,non-native,0,1,shrub,perennial,rambler rose
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Schoenoplectus tabernaemontani,Cyperaceae,SCHTAB,native,3,-2,sedge,perennial,soft-stem club-rush
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCICYP,native,6,-2,sedge,perennial,cottongrass bulrush
Symphyotrichum lateriflorum,4,Senecio hieraciifolius,Asteraceae,EREHIE,native,0,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago rugosa,Asteraceae,SOLRUG,native,6,0,forb,perennial,wrinkle-leaf goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Trifolium hybridum,Fabaceae,TRIHYB,non-native,0,1,forb,perennial,alsike clover
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Verbena hastata,Verbenaceae,VERHAS,native,4,-1,forb,perennial,simplers-joy
Symphyotrichum lateriflorum,4,Acer rubrum,Aceraceae,ACERUB,native,5,0,tree,perennial,red maple
Symphyotrichum lateriflorum,4,Agrostis gigantea,Poaceae,AGRALB,non-native,0,-1,grass,perennial,black bent
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Carex hystericina,Cyperaceae,CXHYST,native,7,-2,sedge,perennial,porcupine sedge
Symphyotrichum lateriflorum,4,Carex lupulina,Cyperaceae,CXLUPN,native,6,-2,sedge,perennial,hop sedge
Symphyotrichum lateriflorum,4,Carex tribuloides,Cyperaceae,CXTRIB,native,7,-2,sedge,perennial,blunt broom sedge
Symphyotrichum lateriflorum,4,Carex typhina,Cyperaceae,CXTYPH,native,8,-2,sedge,perennial,cat-tail sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICCLA,native,4,-1,grass,perennial,deer-tongue rosette grass
Symphyotrichum lateriflorum,4,Elymus virginicus,Poaceae,ELYVIR,native,3,-1,grass,perennial,virginia wild rye
Symphyotrichum lateriflorum,4,Equisetum arvense,Equisetaceae,EQUARV,native,0,0,fern,perennial,field horsetail
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPPER,native,4,-2,forb,perennial,common boneset
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUPMAC,native,5,-2,forb,perennial,spotted trumpetweed
Symphyotrichum lateriflorum,4,Glyceria striata,Poaceae,GLYSTR,native,4,-2,grass,perennial,fowl manna grass
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HELAUT,native,5,-1,forb,perennial,fall sneezeweed
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Juncus effusus ssp. solutus,Juncaceae,JUNEFF,native,5,-2,forb,perennial,lamp rush
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Lindera benzoin,Lauraceae,LINBEN,native,5,-1,shrub,perennial,northern spicebush
Symphyotrichum lateriflorum,4,Liriodendron tulipifera,Magnoliaceae,LIRTUL,native,5,1,tree,perennial,tuliptree
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Lythrum salicaria,Lythraceae,LYTSAL,non-native,0,-2,forb,perennial,purple loosestrife
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Persicaria sagittata,Polygonaceae,PERSAG,native,7,-2,forb,annual,arrow-leaf tearthumb
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Pilea pumila,Urticaceae,PILPUM,native,2,-1,forb,annual,canadian clearweed
Symphyotrichum lateriflorum,4,Prunella vulgaris ssp. vulgaris,Lamiaceae,PRUVULV,non-native,0,0,forb,perennial,common selfheal
Symphyotrichum lateriflorum,4,Rubus allegheniensis,Rosaceae,RUBALL,native,3,1,shrub,perennial,allegheny blackberry
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago rugosa,Asteraceae,SOLRUG,native,6,0,forb,perennial,wrinkle-leaf goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Toxicodendron radicans ssp. negundo,Anacardiaceae,TOXRADN,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
Symphyotrichum lateriflorum,4,Acer rubrum,Aceraceae,ACERUB,native,5,0,tree,perennial,red maple
Symphyotrichum lateriflorum,4,Agrostis gigantea,Poaceae,AGRALB,non-native,0,-1,grass,perennial,black bent
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
Symphyotrichum lateriflorum,4,Ambrosia trifida,Asteraceae,AMBTRI,native,0,0,forb,annual,great ragweed
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASCINC,native,3,-2,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIDFRO,native,1,-1,forb,annual,devils-pitchfork
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Bromus commutatus,Poaceae,BROCOM,non-native,0,2,grass,annual,hairy chess
Symphyotrichum lateriflorum,4,Campanulastrum americanum,Campanulaceae,CAMAME,native,4,0,forb,annual,american-bellflower
Symphyotrichum lateriflorum,4,Carex bebbii,Cyperaceae,CXBEBB,native,8,-2,sedge,perennial,bebbs sedge
Symphyotrichum lateriflorum,4,Carex grayi,Cyperaceae,CXGRAY,native,7,-1,sedge,perennial,grays sedge
Symphyotrichum lateriflorum,4,Carex lupulina,Cyperaceae,CXLUPN,native,6,-2,sedge,perennial,hop sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Cirsium vulgare,Asteraceae,CIRVUL,non-native,0,1,forb,biennial,bull thistle
Symphyotrichum lateriflorum,4,Corispermum villosum,Chenopodiaceae,CORVIL,non-native,0,2,forb,annual,hairy bugseed
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICCLA,native,4,-1,grass,perennial,deer-tongue rosette grass
Symphyotrichum lateriflorum,4,Echinochloa crus-galli,Poaceae,ECHCRU,native,0,-1,grass,annual,large barnyard grass
Symphyotrichum lateriflorum,4,Elymus virginicus,Poaceae,ELYVIR,native,3,-1,grass,perennial,virginia wild rye
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPPER,native,4,-2,forb,perennial,common boneset
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium fistulosum,Asteraceae,EUPFIS,native,9,-2,forb,perennial,trumpetweed
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUPMAC,native,5,-2,forb,perennial,spotted trumpetweed
Symphyotrichum lateriflorum,4,Fraxinus pennsylvanica,Oleaceae,FRAPEN,native,4,-1,tree,perennial,green ash
Symphyotrichum lateriflorum,4,Iris virginica var. shrevei,Iridaceae,IRIVIR,native,5,-2,forb,perennial,virginia blueflag
Symphyotrichum lateriflorum,4,Juglans nigra,Juglandaceae,JUGNIG,native,3,1,tree,perennial,black walnut
Symphyotrichum lateriflorum,4,Juncus tenuis,Juncaceae,JUNTEN,native,0,0,forb,perennial,lesser poverty rush
Symphyotrichum lateriflorum,4,Lolium perenne,Poaceae,LOLPER,non-native,0,1,grass,perennial,perennial rye grass
Symphyotrichum lateriflorum,4,Ludwigia palustris,Onagraceae,LUDPAL,native,3,-2,forb,perennial,marsh primrose-willow
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Persicaria sagittata,Polygonaceae,PERSAG,native,7,-2,forb,annual,arrow-leaf tearthumb
Symphyotrichum lateriflorum,4,Persicaria virginiana,Polygonaceae,ANTVIR,native,4,0,forb,perennial,jumpseed
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Pilea pumila,Urticaceae,PILPUM,native,2,-1,forb,annual,canadian clearweed
Symphyotrichum lateriflorum,4,Platanus occidentalis,Platanaceae,PLAOCC,native,5,-1,tree,perennial,american sycamore
Symphyotrichum lateriflorum,4,Rhus glabra,Anacardiaceae,RHUGLA,native,1,2,shrub,perennial,smooth sumac
Symphyotrichum lateriflorum,4,Rosa multiflora,Rosaceae,ROSMUL,non-native,0,1,shrub,perennial,rambler rose
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scrophularia marilandica,Scrophulariaceae,SCRMAR,native,4,1,forb,perennial,carpenters-square
Symphyotrichum lateriflorum,4,Sium suave,Apiaceae,SIUSUA,native,7,-2,forb,perennial,hemlock water-parsnip
Symphyotrichum lateriflorum,4,Solanum carolinense,Solanaceae,SOLCAR,non-native,0,1,forb,perennial,carolina horse-nettle
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago rugosa,Asteraceae,SOLRUG,native,6,0,forb,perennial,wrinkle-leaf goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum,Asteraceae,SYMLANL,native,3,0,forb,perennial,white panicled american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Trifolium hybridum,Fabaceae,TRIHYB,non-native,0,1,forb,perennial,alsike clover
Symphyotrichum lateriflorum,4,Urtica dioica ssp. gracilis,Urticaceae,URTDIO,native,1,-1,forb,perennial,tall nettle
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
Symphyotrichum lateriflorum,4,Xanthium strumarium,Asteraceae,XANSTR,native,0,0,forb,annual,rough cockleburr
Symphyotrichum lateriflorum,4,Agrimonia gryposepala,Rosaceae,AGRGRY,native,2,1,forb,perennial,tall hairy grooveburr
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
Symphyotrichum lateriflorum,4,Ambrosia trifida,Asteraceae,AMBTRI,native,0,0,forb,annual,great ragweed
Symphyotrichum lateriflorum,4,Angelica atropurpurea,Apiaceae,ANGATR,native,7,-2,forb,perennial,purple-stem angelica
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIDFRO,native,1,-1,forb,annual,devils-pitchfork
Symphyotrichum lateriflorum,4,Calystegia sepium,Convolvulaceae,CALSEP,native,1,0,forb,perennial,hedge false bindweed
Symphyotrichum lateriflorum,4,Campanulastrum americanum,Campanulaceae,CAMAME,native,4,0,forb,annual,american-bellflower
Symphyotrichum lateriflorum,4,Carex frankii,Cyperaceae,CXFRAN,native,4,-2,sedge,perennial,franks sedge
Symphyotrichum lateriflorum,4,Carex lacustris,Cyperaceae,CXLACU,native,5,-2,sedge,perennial,lakebank sedge
Symphyotrichum lateriflorum,4,Carex lurida,Cyperaceae,CXLURI,native,5,-2,sedge,perennial,sallow sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Elymus riparius,Poaceae,ELYRIP,native,5,-1,grass,perennial,river-bank wild rye
Symphyotrichum lateriflorum,4,Elymus virginicus,Poaceae,ELYVIR,native,3,-1,grass,perennial,virginia wild rye
Symphyotrichum lateriflorum,4,Equisetum arvense,Equisetaceae,EQUARV,native,0,0,fern,perennial,field horsetail
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPPER,native,4,-2,forb,perennial,common boneset
Symphyotrichum lateriflorum,4,Eupatorium serotinum,Asteraceae,EUPSER,native,0,0,forb,perennial,late-flowering thoroughwort
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium fistulosum,Asteraceae,EUPFIS,native,9,-2,forb,perennial,trumpetweed
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUPMAC,native,5,-2,forb,perennial,spotted trumpetweed
Symphyotrichum lateriflorum,4,Fraxinus pennsylvanica,Oleaceae,FRAPEN,native,4,-1,tree,perennial,green ash
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HELAUT,native,5,-1,forb,perennial,fall sneezeweed
Symphyotrichum lateriflorum,4,Hibiscus moscheutos,Malvaceae,HIBMOS,native,7,-2,forb,perennial,crimson-eyed rose-mallow
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Juncus effusus ssp. solutus,Juncaceae,JUNEFF,native,5,-2,forb,perennial,lamp rush
Symphyotrichum lateriflorum,4,Juncus nodosus,Juncaceae,JUNNOO,native,8,-2,forb,perennial,knotted rush
Symphyotrichum lateriflorum,4,Juncus torreyi,Juncaceae,JUNTOR,native,2,-1,forb,perennial,torreys rush
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Lysimachia ciliata,Primulaceae,LYSCIL,native,7,-1,forb,perennial,fringed yellow-loosestrife
Symphyotrichum lateriflorum,4,Malus prunifolia,Rosaceae,MALPRU,non-native,0,2,tree,perennial,plum-leaf crab apple
Symphyotrichum lateriflorum,4,Melilotus albus,Fabaceae,MELALB,non-native,0,2,forb,biennial,white sweet-clover
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Oxalis stricta,Oxalidaceae,OXAEUR,native,0,1,forb,perennial,upright yellow wood-sorrel
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Populus deltoides,Salicaceae,POPDEL,native,0,0,tree,perennial,eastern cottonwood
Symphyotrichum lateriflorum,4,Rubus occidentalis,Rosaceae,RUBOCC,native,0,2,shrub,perennial,black raspberry
Symphyotrichum lateriflorum,4,Salix interior,Salicaceae,SALINT,native,2,-1,shrub,perennial,sandbar willow
Symphyotrichum lateriflorum,4,Salix nigra,Salicaceae,SALNIG,native,5,-2,tree,perennial,black willow
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCICYP,native,6,-2,sedge,perennial,cottongrass bulrush
Symphyotrichum lateriflorum,4,Silphium perfoliatum,Asteraceae,SILPER,native,5,-1,forb,perennial,cup-plant
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago gigantea,Asteraceae,SOLGIG,native,4,-1,forb,perennial,late goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum puniceum,Asteraceae,ASTPUN,native,8,-2,forb,perennial,purple-stem american-aster
Symphyotrichum lateriflorum,4,Toxicodendron radicans ssp. negundo,Anacardiaceae,TOXRADN,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Ulmus americana,Ulmaceae,ULMAME,native,3,-1,tree,perennial,american elm
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
